# t (s)	mx ()	my ()	mz ()	J-freq (Hz)	B_ext (T)
4.080017909274138e-09	0.08086974	0.24045146	0.06868962	1e+09	-0.72277844
4.090008017852816e-09	0.007599007	0.15334201	0.116316885	1e+09	-0.803804
4.100023161594785e-09	-0.022307523	0.23070443	0.06914944	1e+09	-0.8818545
4.110005612653643e-09	-0.0217212	0.17788391	0.052927986	1e+09	-0.95617676
4.120019584049468e-09	-0.10338794	0.10179093	-0.080280565	1e+09	-1.0269552
4.1300246344192955e-09	0.11136297	0.06857189	-0.1226736	1e+09	-1.0936118
4.14000901041376e-09	0.13815725	0.046157688	0.17344932	1e+09	-1.155824
4.150019994645754e-09	-0.22284049	0.014005246	0.054993484	1e+09	-1.2136363
4.160008465637366e-09	0.076549254	-0.044821482	-0.186858	1e+09	-1.2665347
4.170024229936803e-09	0.06900017	-0.05685298	0.15905306	1e+09	-1.3145701
4.180004457126746e-09	-0.10188991	-0.115452394	-0.098013975	1e+09	-1.3572584
4.190015075744224e-09	0.11880294	-0.1641005	0.106651716	1e+09	-1.394717
4.200019040218e-09	-0.19024816	-0.19069831	-0.056577504	1e+09	-1.4266403
4.2100149578579726e-09	0.22494356	-0.20874612	-0.06878654	1e+09	-1.4529098
4.220019591284567e-09	-0.17124218	-0.24757534	0.18278565	1e+09	-1.4734654
4.230027427028017e-09	0.07070633	-0.30786645	-0.2272194	1e+09	-1.4882045
